5:15 PM - Race #290 - Final,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,6,"Eric CHOUINARD (Captain), Brooke BENJAMIN, Anna
CHANDLER, Payton CLUETT, Lily HOLLETT, Clara JONCAS,
Brooklyn KEIZER, Ellena KOZUSKANICH, Abianna LOPPIE,
Ella MENEAR, Sophie MITCHELL, Catherine NORMAN, Chloe
PIKE, Payton PREEPER, Rebecca RILEY",Mic Mac,2:05.131,0:00.000
2,5,"Robin KENDALL (Captain), Nienke ALBRICHT, Rhiannon
ALTMEYER, Umaima BALOCH, Ornmadee BAXTER-LOVO,
Ekko BLIX, Julia DEMCHUK, Kristiane FREE, Meera KALAR,
Gillian KURELSKI, lilah LESSARD PROPP, Emilie
NAKAMURA, Abby NDEGWA, Jonnie NEWMAN, Lauren
RENTZ",Calgary,2:07.192,0:02.061
3,7,"Christian HALL (Captain), Winter DENT, Payton DICKS, Anna
DONAHUE, Anika DU PLOOY, Claire GOMEZ, Caleigh
GOUDEY, Hillary HALL, Lily JOUDRY, Zoe MACDONALD,
Emily MACKENZIE, Ayla MARTELL, Kaila PITKANEN,
Morgan PUGH TOOLE, Hailey ROWE",Maskwa,2:13.826,0:08.695
4,4,"Antoine LALIBERTÉ (Captain), Maelle BOULAY, Claudine
COURTEAU-GODMAIRE, Ann-Marie DEMERS, Gaelle
DOUCET, Adeline DUBUC, Éloise GAMACHE, Maéva
GAMACHE, Amelie LALIBERTE, Maelie LEVESQUE, Clara
MEULEAU, Aurelie MOREAU, Zulima NAVA-QUINTIN, Julie
STREET, Coralie TIMMONS",Otterburn,2:20.014,0:14.883
