12:40 PM - Race #193 - Final,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,3,"Raphaël NADEAU (Captain), Marie CHAMBERLAND, Raphaël
CÔTÉ, Nathan DAOUST, Christophe DESROCHERS, Jérôme
DESROSIERS MCARTHUR, Élizabeth DESROSIERS-
MCARTHUR, Olivia DESROSIERS-MCARTHUR, Alexia
GAGNON, Benjamin GAUDET, Margaux LOYER, Louis-
Étienne MESSIER, Maïka NADEAU, Léo ROY, Leia
STEPHENSON",Lac-Beauport,1:55.340,0:00.000
2,1,"Antoine LALIBERTÉ (Captain), Léanne CASTONGUAY,
Maxime COMPTE, Antoine GAMACHE, Éloise GAMACHE,
Étienne GAMACHE, Maéva GAMACHE, Amelie LALIBERTE,
Philippe LALIBERTÉ, Maelie LEVESQUE, Noa PICHÉ,
Julianne PRONOVOST, Philippe RICHER-SIMARD, Ludovik
RIOUX, Coralie TIMMONS",Otterburn,1:56.207,0:00.867
