5:50 PM - Race #105 - Final,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,6,Matthew BROWN,Maskwa,2:00.363,0:00.000
2,5,Alec MACAULAY,Cheema,2:01.896,0:01.533
3,8,Shawn GE,Burloak,2:02.896,0:02.533
4,1,Justin BOYKO,Calgary,2:03.224,0:02.861
5,3,Michael ZINCK,Senobe,2:03.391,0:03.028
6,2,Noah AL HASHEMI,Mississauga,2:04.796,0:04.433
7,7,Adam SCHLOSSER,Rideau,2:05.230,0:04.867
8,4,Liam MACDONALD,Senobe,2:09.057,0:08.694
9,9,Noa PICHÉ,Otterburn,2:13.085,0:12.722
