4:05 PM - Race #89 - Final,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,4,Matthew BROWN,Maskwa,0:43.893,0:00.000
2,5,Aleksander SEREMAK,Toba,0:43.965,0:00.072
3,6,Justin BOYKO,Calgary,0:44.382,0:00.489
4,7,Shawn GE,Burloak,0:44.804,0:00.911
5,3,Alec MACAULAY,Cheema,0:45.398,0:01.505
6,2,Mason HARA,Mississauga,0:45.837,0:01.944
7,9,Noa PICHÉ,Otterburn,0:46.182,0:02.289
8,1,Wesley BARTLETT,Rideau,0:47.226,0:03.333
9,8,Baer ROBERTSON,Wascana,0:47.304,0:03.411
