11:55 AM - Race #252 - Heat 2 - Advancement/Progression: First 2 each heat and 3 next fastest to Final A,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,3,"Gaelle BOUSQUET, Emilee VATERS",Maskwa,1:58.373,0:00.000
2,4,"Sabrina TYRRELL, Emily ZHUANG",Burloak,1:59.706,0:01.333
3,5,"Kahlen TSZE, Senika VELISEK",False Creek,2:02.812,0:04.439
4,1,"Lyla BOYCHUK, Olivia MURPHY",Banook,2:02.817,0:04.444
5,8,"Kiara LEVASSEUR, Claire MCKIM",Cheema,2:06.695,0:08.322
6,2,"Daphnée CHAMPAGNE, Charlie LECLERC",Sherbrooke,2:09.928,0:11.555
7,6,"Ella HYLAND, Paige MACKINNON",Rideau,2:14.990,0:16.617
8,7,"Rachel JOU, Rachel PAN",Richmond Hill,2:21.795,0:23.422
