5:57 PM - Race #87 - Heat 1 - Advancement/Progression: 1/2 + next 3 BT to Final; 3/5 + next 3 BT to B Final,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,"Conrad HOOGERBOORD, Tate LEVY",Senobe,1:40.813,0:00.000
2,2,"Oscar GRAVES, Riley TAYLOR",Rideau,1:42.469,0:01.656
3,6,"George FARNSWORTH, Alessandro PUCCI",Rideau,1:43.739,0:02.926
4,4,"Harry BROWN, Rylan CARRIGAN",Pisiquid,1:43.750,0:02.937
5,1,"Benjamin GAUDET, Julien POMERLEAU",Lac-Beauport,1:45.043,0:04.230
6,3,"Xavier HEBERT, Louis Enzo ROY",Lac-Beauport,1:45.348,0:04.535
7,8,"william TOWNSEND, Ben WALKER",Maskwa,1:46.538,0:05.725
8,7,"Léo ROY, Zachary TREMBLAY",Lac-Beauport,1:46.647,0:05.834
