5:47 PM - Race #85 - Heat 1 - Advancement/Progression: 1/3 + next 3 BT to Final; Rest Out,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,6,"Liam MACDONALD, Michael ZINCK",Senobe,1:53.197,0:00.000
2,5,"Justin BOYKO, Cameron HALL",Cheema,1:55.301,0:02.104
3,4,"Wesley BARTLETT, Shawn GE",Rideau,1:56.278,0:03.081
4,9,"David ACKERMAN, Wyatt DEEBLE",Mic Mac,2:02.203,0:09.006
5,7,"Noah AL HASHEMI, Sean GLYNN",Mississauga,2:02.916,0:09.719
6,3,"Gabriel ARGANTE, Roenn HODGINS",Maskwa,2:03.668,0:10.471
7,1,"Cohen CLUETT, Gabriel COLLINS",Mic Mac,2:13.105,0:19.908
8,8,"Maxim GORELOV, Logan GRIMSRUD",Wascana,2:18.887,0:25.690
