1,5,Michelle RUSSELL,Abenaki,1:53.516,0:00.000
2,6,Julia DEMCHUK,Calgary,2:01.602,0:08.086
3,3,Brianna SMITH,Maskwa,2:02.654,0:09.138
4,4,Alina TVERIE,Lachine,2:04.257,0:10.741
5,2,Emily BEST,Rideau,2:05.033,0:11.517
6,1,Jonnie NEWMAN,Calgary,2:07.838,0:14.322
7,7,Calina BIDAL,Lachine,2:07.930,0:14.414
8,8,Sophie BOUVETTE,Banook,2:09.550,0:16.034
