1,5,Maea KNIGHTS,Burloak,2:04.294,0:00.000
2,4,Eve WILSON,Wascana,2:07.185,0:02.891
3,6,Lilliana SATO,Richmond Hill,2:08.547,0:04.253
4,8,Victoria LAVALLÉE-LATOUR,Sherbrooke,2:12.938,0:08.644
5,3,Megan CHAMPAGNE,Sherbrooke,2:15.461,0:11.167
6,7,Maude VITTOZ,Lac-Beauport,2:16.743,0:12.449
7,9,Alison NGUYEN,Rideau,2:20.605,0:16.311
8,2,Daphnée CHAMPAGNE,Sherbrooke,2:21.605,0:17.311
9,1,Flavie LANGLOIS,Lac-Beauport,2:23.220,0:18.926
