12:04 PM - Race #118 - Heat 2 - Advancement/Progression: 1/3 + next 3 BT to Final; Rest Out,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,Sophia JENSEN,Cascades,2:06.074,0:00.000
2,4,Jacy GRANT,Cheema,2:07.810,0:01.736
3,3,Evie MCDONALD,Rideau,2:10.373,0:04.299
4,7,Ruby MUHL,Rideau,2:13.155,0:07.081
5,6,Élizabeth DESROSIERS-MCARTHUR,Lac-Beauport,2:16.942,0:10.868
6,8,Charlotte DÉSY,Lac-Beauport,2:18.235,0:12.161
7,2,Veronica SO,False Creek,2:18.546,0:12.472
8,1,Léanne CASTONGUAY,Otterburn,2:20.517,0:14.443
