10:23 AM - Race #113 - Heat 6 - Advancement/Progression: 1/4 to SF; Rest Out,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,Owen MACLEAN,Balmy Beach,1:45.169,0:00.000
2,4,Damian HICKEY,Kamloops,1:46.503,0:01.334
3,2,Douglas HUNTER,Kamloops,1:46.750,0:01.581
4,6,Ty COLLVER,Mississauga,1:46.767,0:01.598
5,8,Marcelo DE ANDRADE,Pointe-Claire,1:55.267,0:10.098
6,7,Jonathan HUNTINGTON,Senobe,1:56.497,0:11.328
7,1,Zachary TREMBLAY,Lac-Beauport,1:58.669,0:13.500
8,3,Christos GIANNOU,Maskwa,1:58.755,0:13.586
