12:28 PM - Race #124 - Heat 2 - Advancement/Progression: 1/3 + next 3 BT to Final; Rest Out,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,Riley MELANSON,Senobe,2:00.012,0:00.000
2,4,Callie LOCH,Rideau,2:02.196,0:02.184
3,3,Maren BRADLEY,Rideau,2:03.604,0:03.592
4,6,Alina TVERIE,Lachine,2:04.000,0:03.988
5,7,Emily BEST,Rideau,2:07.655,0:07.643
6,2,Calina BIDAL,Lachine,2:07.811,0:07.799
7,8,Anna-Marya IZMAYLOV,Sherbrooke,2:12.242,0:12.230
8,1,Samantha LANDRY,Cheema,2:18.443,0:18.431
