9:27 AM - Race #99 - Heat 1 - Advancement/Progression: 1/5 + 2x6th BT to SF; Rest Out,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,Justin BOYKO,Calgary,2:01.163,0:00.000
2,4,Josh SARGANT,Mississauga,2:03.905,0:02.742
3,6,Emmett PATTERSON,Wascana,2:04.893,0:03.730
4,7,Sean GLYNN,Mississauga,2:07.698,0:06.535
5,8,Nathaniel PROVOST,Rideau,2:08.962,0:07.799
6,3,Hunter MACK,Balmy Beach,2:12.589,0:11.426
7,1,Zachary SMITH,Fort,2:13.112,0:11.949
8,2,Félix VADNAIS,Shawinigan,2:40.370,0:39.207
