12:52 PM - Race #130 - Heat 5 - Advancement/Progression: 1/6 to SF; Rest Out,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,Elizabeth FANOK,Banook,2:01.119,0:00.000
2,4,Erika WALSH,Senobe,2:03.297,0:02.178
3,3,Abbie BEGBIE,Ottawa,2:10.608,0:09.489
4,6,Justine TREMBLAY,Lac-Beauport,2:11.418,0:10.299
5,7,Ellena KOZUSKANICH,Mic Mac,2:12.188,0:11.069
6,2,Megan CHAMPAGNE,Sherbrooke,2:13.791,0:12.672
7,1,Daphnée CHAMPAGNE,Sherbrooke,2:16.987,0:15.868
8,8,Isabel CHRISTIE,Balmy Beach,2:17.441,0:16.322
