10:35 AM - Race #116 - Heat 9 - Advancement/Progression: 1/4 to SF; Rest Out,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,Aiden KINNAIRD,Burloak,1:49.393,0:00.000
2,7,Xavier HEBERT,Lac-Beauport,1:49.784,0:00.391
3,4,Lucas MANN,Calgary,1:50.238,0:00.845
4,6,Neil RISSESCO,Senobe,1:51.939,0:02.546
5,1,Bogdan BARBA,Trois Rivieres,1:53.318,0:03.925
6,8,Jonothan BARRETT,South Niagara,1:55.278,0:05.885
7,3,Ben ROBICHAUD,Senobe,1:56.353,0:06.960
8,2,Mason COBB,Rideau,1:58.427,0:09.034
