12:56 PM - Race #131 - Heat 6 - Advancement/Progression: 1/6 to SF; Rest Out,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,4,Emilee VATERS,Maskwa,2:00.994,0:00.000
2,5,Maea KNIGHTS,Burloak,2:05.965,0:04.971
3,3,Anais LAPOINTE,Trois Rivieres,2:07.672,0:06.678
4,6,Katie GAUDET,Banook,2:09.741,0:08.747
5,2,Catherine NORMAN,Mic Mac,2:13.287,0:12.293
6,7,Beatrice OGER,Rideau,2:15.178,0:14.184
7,8,Maude VITTOZ,Lac-Beauport,2:18.247,0:17.253
8,1,Payton CLUETT,Mic Mac,2:22.132,0:21.138
