3:15 PM - Race #271 - Final,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,"Christian HALL (Captain), Gaelle BOUSQUET, Winter DENT,
Elayna DOUCET, Charlie HAZEL, Grace HILTON, Emily
MACKENZIE, Maura MACUMBER, Sofia MARTELI, Ayla
MARTELL, Cambden PRATT, Victoria TRAN, Ifi
UZOCHUKWU, Emilee VATERS, Jenna WILE",Maskwa,2:02.838,0:00.000
2,6,"Eric CHOUINARD (Captain), Brooke BENJAMIN, Anna
CHANDLER, Payton CLUETT, Lily HOLLETT, Clara JONCAS,
Brooklyn KEIZER, Ellena KOZUSKANICH, Abianna LOPPIE,
Akaysia LOPPIE, Marin MACNEIL, Ella MENEAR, Sophie
MITCHELL, Payton PREEPER, Rebecca RILEY",Mic Mac,2:03.955,0:01.117
3,4,"Kristiane FREE (Captain), Nienke ALBRICHT, Rhiannon
ALTMEYER, Umaima BALOCH, Olivia GIRARD, Pippa
HARNETT, Lucy HARRISON, Lilah LESSARD PROPP, Sofia
MSTOEV, Nambatya MUWANGA, Emilie NAKAMURA, Abigail
PIPPARD, Elsie PIPPARD, Kiira SAARENOJA, Sophie
SIEWERT",Calgary,2:09.366,0:06.528
4,3,"Douglas ELLERY (Captain), Kate BRYANT, Payton DICKS,
Anna DONAHUE, Leah DONAHUE, Claire GOMEZ, Caleigh
GOUDEY, Olivia JOST GUIMARÃES PONTES, Lily JOUDRY,
Zoe MACDONALD, Kaila PITKANEN, Hayden QUILLAN,
Hailey ROWE, Isla SWARBRIGG, Jessica WOOD",Maskwa,2:10.755,0:07.917
