11:50 AM - Race #251 - Heat 1 - Advancement/Progression: First 2 each heat and 3 next fastest to Final A,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,"Anna ARCHIBALD, Norah LEGGE",Banook,1:58.256,0:00.000
2,3,"Marie CHAMBERLAND, Justine TREMBLAY",Lac-Beauport,2:00.167,0:01.911
3,2,"Sarah LEGER, Erika WALSH",Senobe,2:01.673,0:03.417
4,4,"Malya GAGNON, Megan STRACHAN",Rideau,2:08.267,0:10.011
5,8,"Margaux LOYER, Maude VITTOZ",Lac-Beauport,2:11.945,0:13.689
6,1,"Isabel CHRISTIE, Audrey JACKSON",Balmy Beach,2:13.206,0:14.950
7,7,"Laila MCGRATH, Lily MCNEELY",Carleton Place,2:15.278,0:17.022
8,6,"Nora HANSON, Daisy LARSEN",Toba,2:17.617,0:19.361
