10:45 AM - Race #38 - Heat 2 - Advancement/Progression: First 2 each heat and 3 next fastest to Final A,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,Julia DEMCHUK,Calgary,2:06.777,0:00.000
2,6,Emily BEST,Rideau,2:09.899,0:03.122
3,8,Jonnie NEWMAN,Calgary,2:10.894,0:04.117
4,3,Mathilde PATRY,Trois Rivieres,2:11.399,0:04.622
5,2,Sophie BOUVETTE,Banook,2:16.938,0:10.161
6,1,Lauren RENTZ,Calgary,2:17.166,0:10.389
7,4,Shany LAVIE,Burnaby,2:29.399,0:22.622
8,7,Willow VAN AKKER,Burnaby,2:30.549,0:23.772
