4:36 PM - Race #284 - Final,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,3,"Doug TUTTY (Captain), Noah AL HASHEMI, Jack
CHAMBERS, Ty COLLVER, John GLOYN, Sean GLYNN,
Graeme GRANT, Mason HARA, Daniel KRAVCHUK, Spencer
MCLEOD, Konrad MORAWSKI, Josh SARGANT, Alexander
SHIROKOV, Eric WEISS, Lucas WILLIAMS",Mississauga,3:55.931,0:00.000
2,8,"Liam O'HARA (Captain), Cormac ADAMS, Jad BARRODI,
Jason BURKHOLDER, Haydn CATLOW, Carson COREY,
Klaas DAM, Nehal DHILLON, Shawn GE, Dan HALAS, Aiden
KINNAIRD, Yikai LI, Cole RAFUSE, Nethul SUBASINGHE,
Ashton TEIXEIRA",Burloak,4:00.609,0:04.678
3,7,"Bret HIMMELMAN (Captain), Lucas BOUSQUET, Jack
CONRAD, Owen CONRAD, Kian DUNN, Deacon HAZEL, Gus
HOPKINS, Ethan JOHNSON, Wyatt KERRIVAN, Hamin PARK,
Brett PARSONS, Owen PELTON, James SWARBRIGG, Jack
WOODHEAD, Kysar ZEE",Maskwa,4:03.392,0:07.461
DNF,4,"Antoine LALIBERTÉ (Captain), Maxime COMPTE, Alex
DOYON, Émile DUBUC, Timothy GAGNON, Étienne
GAMACHE, Philippe LALIBERTÉ, Jacob LÉVESQUE, Billy
LIU, Émile RAYMOND, Philippe RICHER-SIMARD, Ludovik
RIOUX, Edouard ROUSSEAU, Edouard ROUX, Sasha ROUX",Otterburn,0:00.000,0:00.000
DSQ,6,"Jeremy STOTT (Captain), Bishan BILN, Ivan BROWN,
Greyson FOLLETT, Pierson FOLLETT, Elliot HOYT, Terry
IGARASHI, Jack KREEFTENBERG, Johan KREEFTENBERG,
Hayden MCCULLOCH, Landon MCQUARRIE, Ben MUENCH,
Alexander SMITH, Zachary SMITH, Jeffrey SUN",Fort,0:00.000,0:00.000
DSQ,5,"Robin KENDALL (Captain), Ryan BATES, Carson BENOIT,
Jasper BIRD, Justin BOYKO, Nikita CIUDIN, Parry HAGER,
Nazar HORDOSIEVYCH, Dawson HUTCHINSON, Milo
JACKSON, Lennart KANE, Quinlan KANE, Brandon MILLEY,
Joshua ROWE, Alexandru TURCAN",Calgary,0:00.000,0:00.000
