4:30 PM - Race #218 - Final,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,4,"Douglas ELLERY (Captain), Gabriel ARGANTE, Konstantine
ARMSTRONG, Hudson BROWN, Kate BRYANT, Joseph
COLDWELL, Ryan GOMEZ, Charlie HAZEL, Liam MACPHAIL,
Sofia MARTELI, Ayla MARTELL, Cambden PRATT, Alexandra
SANGSTER, James SWARBRIGG, Ifi UZOCHUKWU",Maskwa,2:00.191,0:00.000
2,2,"Bret HIMMELMAN (Captain), Lucas BOUSQUET, Anika DU
PLOOY, Claire GOMEZ, Caleigh GOUDEY, Grace HILTON,
Ethan JOHNSON, Lily JOUDRY, Luke MACKENZIE, Owen
PELTON, Ryan PHILLIPS, Isla SWARBRIGG, Evan VATERS,
Jessica WOOD, Jack WOODHEAD",Maskwa,2:03.013,0:02.822
3,1,"Christian HALL (Captain), Jack CONRAD, Payton DICKS,
Leah DONAHUE, Elayna DOUCET, Kian DUNN, Deacon
HAZEL, Gus HOPKINS, Wyatt KERRIVAN, Zoe MACDONALD,
Hamin PARK, Brett PARSONS, Kaila PITKANEN, Hayden
QUILLAN, Hailey ROWE",Maskwa,2:04.418,0:04.227
4,3,"Jacob PRICE (Captain), Mason COBB, Juniper CODE, Hugo
DUMONT, Maxim GORELOV, Erik GRIMSRUD, Logan
GRIMSRUD, Addie MASSON, Beatrice OGER, Amelia
PACELLA, Alexa RICHARDSON, Jane SCHLOSSER, Daniel
SEELY, Ella SEMENIUK, Michael YUE",Rideau,2:07.280,0:07.089
5,6,"Antoine LALIBERTÉ (Captain), Maelle BOULAY, Gaelle
DOUCET, Alex DOYON, Adeline DUBUC, Émile DUBUC,
Zacharie DUBUC, Maelie LEVESQUE, Billy LIU, Zulima NAVA-
QUINTIN, Julianne PRONOVOST, Edouard ROUSSEAU,
Edouard ROUX, Sasha ROUX, Coralie TIMMONS",Otterburn,2:08.346,0:08.155
6,8,"Kristiane FREE (Captain), Umaima BALOCH, Ryan BATES,
Jasper BIRD, Olivia GIRARD, Ginger HARNETT, Nazar
HORDOSIEVYCH, Amalia JORDAN, Brandon MILLEY, Nalule
MUWANGA, Abby NDEGWA, Elsie PIPPARD, Jared PRATT,
Kipp PUFFALT, Alexandru TURCAN",Calgary,2:10.396,0:10.205
7,7,"Iain CAREW (Captain), Payton BRUCE, Cohen COMEAU,
Violet DADDARIO, Elsie DURING, Finn GRACE, Bryce
HODDINOTT, Isla HODDINOTT, Isaac MACDONALD, Ella
MACFARLANE, Bailey MACINNIS, Charlie MACINNIS, Liam
MACLEAN, Lillian WILE, Nathanial WILE",Senobe,2:10.607,0:10.416
