3:02 PM - Race #209 - Final,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,4,"Rob STOTT (Captain), Cody BARBRICK, Harold BROWN,
Brady CAMPBELL, Katie COOPER, Ella COZENS, Evan
DEAL, Emmerson EISENER, Cameron HALL, Alec
MACAULAY, Elle MACKENZIE, Megan MCFETERS, Marcy
MEISNER, Ethan QUIGLEY, Megan THOMPSON",Cheema,1:55.125,0:00.000
2,5,"Doug TUTTY (Captain), Noah AL HASHEMI, Julia BELLERBY,
Ty COLLVER, John GLOYN, Sean GLYNN, Mason HARA,
Camille HEURZEAU, Daniel KRAVCHUK, Kennedy
MACDONALD, Spencer MCLEOD, Natalie MCQUAY, Claire
MOLLARD, Kendall SMITH, Taylor WELLAND",Mississauga,1:57.369,0:02.244
3,3,"Raphaël NADEAU (Captain), Marie CHAMBERLAND,
Christophe DESROCHERS, Olivia DESROSIERS-
MCARTHUR, Maëlle GIRARD, Abigail HARRINGTON, Xavier
HEBERT, Charlie LECLERC, Maïté LÉGER, Louis-Étienne
MESSIER, Emma-Rose NADEAU, Julien POMERLEAU, Léo
ROY, Louis Enzo ROY, Maude VITTOZ",Lac-Beauport,1:57.630,0:02.505
4,6,"Jacob PRICE (Captain), Wesley BARTLETT, Gavin BURKE,
Nuala CLARK, Ruben DEME-LINDBERG, Logan GRIMSRUD,
Ella HYLAND, Naomi LANGENBAHN, Paige MACKINNON,
Addie MASSON, Alessandro PUCCI, Veronica RUMSCHEIDT,
Adam SCHLOSSER, Megan STRACHAN, Riley TAYLOR",Rideau,1:58.764,0:03.639
5,7,"Eric CHOUINARD (Captain), David ACKERMAN, Brooke
BENJAMIN, Myles CASEY-TANNER, Anna CHANDLER,
Cohen CLUETT, Payton CLUETT, Gabriel COLLINS, Gavin
GARNETT, Gavin HAINES, Lily HOLLETT, Clara JONCAS,
Catherine NORMAN, Rebecca RILEY, Trey WIERSTRA",Mic Mac,2:00.503,0:05.378
6,8,"Iain CAREW (Captain), Sam ALLISON, Payton BRUCE, Julia
CAMPBELL, naomi CHU, Cohen COMEAU, Elsie DURING,
Bryce HODDINOTT, Isla HODDINOTT, Jonathan
HUNTINGTON, Isaac MACDONALD, Neil RISSESCO, Ben
ROBICHAUD, Owen WHITE, Lillian WILE",Senobe,2:06.103,0:10.978
7,2,"Patrick LESTER (Captain), Genevieve ARBOUR-SELIG,
William BERTAZZO, Abbigail HAINES, Isabel LOWRY, Mason
LOWRY, Harmony MCADAM, Laila MCGRATH, Josie
PATCHELL, Devlin PAYNE, Dyllan REDWOOD-WHEELER,
Luka RIBERO, Riley RIBERO, Amelie VENTER, Tristan
WALLACE",Carleton Place,2:08.336,0:13.211
