23,27,Michael YUE,Rideau,39:45.177,9:51.455
24,28,Jack WOODHEAD,Maskwa,40:05.716,10:11.994
25,20,Tristan BUDAY,Pointe-Claire,42:22.427,12:28.705
DNF,4,Roenn HODGINS,Carleton Place,0:00.000,0:00.000
DNF,25,Devlin PAYNE,Carleton Place,0:00.000,0:00.000
