4:51 PM - Race #78 - Final,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,Michelle RUSSELL,Abenaki,1:52.341,0:00.000
2,4,Riley MELANSON,Senobe,1:53.606,0:01.265
3,6,Toshka BESHARAH,Rideau,1:54.031,0:01.690
4,7,Chloe BRYER,Burloak,1:56.083,0:03.742
5,2,Callie LOCH,Rideau,1:59.037,0:06.696
6,9,Eva LOOPER,Burloak,1:59.841,0:07.500
7,8,Julia DEMCHUK,Calgary,2:00.784,0:08.443
8,3,Alina TVERIE,Lachine,2:02.594,0:10.253
9,1,Kristiane FREE,Calgary,2:02.841,0:10.500
