6,1,Costin NEAGOE,Mississauga,4:11.012,0:12.465
7,8,Marcelo DE ANDRADE,Pointe-Claire,4:19.024,0:20.477
8,2,Yanik GRAVEL,Shawinigan,4:44.351,0:45.804
