8:48 AM - Race #9 - Heat 1 - Advancement/Progression: 1/2 + next 3 BT to Final; 3/5 + next 3 BT to B Final,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,Vincent JOURDENAIS,Trois Rivieres,3:48.180,0:00.000
2,6,Carson COREY,Burloak,3:49.117,0:00.937
3,4,Nathan DAOUST,Lac-Beauport,3:49.864,0:01.684
4,8,Leo CARMICHAEL,Cascades,4:00.726,0:12.546
5,2,Jérémy PELLETIER,Trois Rivieres,4:04.772,0:16.592
6,7,Cedric LIU,Pointe-Claire,4:05.077,0:16.897
7,1,Arthur MOREAU,Otterburn,4:09.094,0:20.914
8,3,Carter NAUGLER,Senobe,4:12.376,0:24.196
