1,6,Thomas SINOTTE,Lac-Beauport,3:50.639,0:00.000
2,5,Dyllan REDWOOD-WHEELER,Carleton Place,3:52.518,0:01.879
3,4,Emrick LECLERC,Lac-Beauport,3:53.541,0:02.902
4,1,Ty COLLVER,Burloak,3:53.674,0:03.035
5,3,Louis Enzo ROY,Lac-Beauport,3:55.179,0:04.540
6,8,Frédéric BRAIS,Rideau,3:58.972,0:08.333
7,2,Reuben LOZADA,Mississauga,4:00.243,0:09.604
8,9,Evan CUMMINGS,False Creek,4:00.582,0:09.943
9,7,Oscar GRAVES,North Bay,4:06.875,0:16.236
