12:24 PM - Race #123 - Heat 1 - Advancement/Progression: 1/3 + next 3 BT to Final; Rest Out,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,Michelle RUSSELL,Abenaki,1:55.947,0:00.000
2,6,Julia DEMCHUK,Calgary,2:02.045,0:06.098
3,7,Brianna SMITH,Maskwa,2:04.504,0:08.557
4,3,Allie WANG,Lachine,2:05.027,0:09.080
5,4,Eva LOOPER,Burloak,2:07.539,0:11.592
6,2,Mathilde PATRY,Trois Rivieres,2:09.320,0:13.373
7,1,Clara BLANCHETTE,Lachine,2:16.206,0:20.259
8,8,Beatrice CHARBONNEAU-MORIN,Lachine,2:17.510,0:21.563
