Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,Florence HAMEL,Lachine,2:10.283,0:00.000
2,7,Kristiane FREE,Calgary,2:12.450,0:02.167
3,3,Brianna SMITH,Maskwa,2:12.904,0:02.621
4,9,Calina BIDAL,Lachine,2:14.174,0:03.891
5,1,Maren BRADLEY,Rideau,2:14.513,0:04.230
6,6,Mathilde PATRY,Trois Rivieres,2:14.577,0:04.294
7,8,Allie WANG,Lachine,2:14.634,0:04.351
8,4,Emilee VATERS,Maskwa,2:15.128,0:04.845
9,2,Emily BEST,Rideau,2:15.513,0:05.230
