4:55 PM - Race #286 - Final,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,"Douglas ELLERY (Captain), Gabriel ARGANTE, Konstantine
ARMSTRONG, Hudson BROWN, Matthew BROWN, Quintin
BUGDEN, Joseph COLDWELL, Jack CONRAD, Ryan GOMEZ,
Ethan JOHNSON, Luke MACKENZIE, Liam MACPHAIL, Owen
PELTON, Ryan PHILLIPS, James SWARBRIGG",Maskwa,1:54.141,0:00.000
2,7,"Iain CAREW (Captain), Sam ALLISON, Finn GRACE, Bryce
HODDINOTT, Jonathan HUNTINGTON, Isaac MACDONALD,
Blake MACFARLANE, Bailey MACINNIS, Charlie MACINNIS,
Liam MACLEAN, Lucas MACLEAN, Neil RISSESCO, Ben
ROBICHAUD, Owen WHITE, Nathanial WILE",Senobe,1:57.235,0:03.094
3,6,"Michael THOMAS (Captain), Tristan BUDAY, Ryan CREAMER,
Marcelo DE ANDRADE, Benjamin DUBÉ, Patrick FORYSTEK,
Samuel JACOBS, Théandre LEGRAND, Justin NADEAU,
Diego PADRON-CORBEIL, Edouard PELLERIN, Ilia
PRIADKO, Jeremi SAUVÉ, Kevin SUN, Zhile XU",Pointe-Claire,2:00.697,0:06.556
4,4,"Robin KENDALL (Captain), Ryan BATES, Carson BENOIT,
Jasper BIRD, Xavier BIRD, Justin BOYKO, Parry HAGER,
Nazar HORDOSIEVYCH, Lennart KANE, Lucas MANN,
Brandon MILLEY, Jared PRATT, Kipp PUFFALT, Joshua
ROWE, Alexandru TURCAN",Calgary,2:01.652,0:07.511
