Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,4,Richard SULLIVAN,Mic Mac,1:54.230,0:00.000
2,3,Elliot HOYT,Fort,2:00.958,0:06.728
3,1,Jimmy WALKER,Saskatoon,2:06.480,0:12.250
4,6,Lindsy RICHARDSON,Rideau,2:11.113,0:16.883
