Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,Trista FRIEDRICH,Saskatoon,2:17.849,0:00.000
2,3,Kelly CODE,Rideau,2:38.349,0:20.500
3,2,Jennefer LARSEN,Toba,2:42.121,0:24.272
4,8,Trina POOTS,Rideau,2:42.149,0:24.300
5,7,Meaghan WOODHEAD,Maskwa,2:48.988,0:31.139
6,4,Gina LOHNES,Maskwa,2:55.977,0:38.128
7,6,Colleen MCCLEERY,Mississauga,3:03.166,0:45.317
DSQ,1,Bev ANDERSON,Wascana,0:00.000,0:00.000
