Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,5,Nancy OLMSTED,North Bay,2:26.686,0:00.000
2,4,Ellen FERGUSSON,Balmy Beach,2:29.975,0:03.289
3,2,Diana GARCIA,Rideau,2:49.663,0:22.977
4,8,Heather BARTON,Rideau,2:55.147,0:28.461
5,6,Judy MCCULLOCH,Ridge,2:56.541,0:29.855
6,1,Jenny NOLAND,Wascana,3:01.397,0:34.711
7,3,Silvia STOLL,Pointe-Claire,3:05.863,0:39.177
8,7,Julie STREET,Otterburn,3:22.058,0:55.372
