8:09 AM - Race #111 - Final,col_1,col_2,col_3,col_4,col_5
Place,Ln/co,Crew / équipage,Club,Time/temps,Delta
1,6,"Elliot ARNAUTOVITCH, Émile BOUVIER",Pointe-Claire,0:39.180,0:00.000
2,5,"Eric CHOUINARD, Ryan CHOUINARD",Mic Mac,0:40.936,0:01.756
3,3,"Douglas ELLERY, Bret HIMMELMAN",Maskwa,0:41.036,0:01.856
4,4,"Philippe LALIBERTÉ, Philippe RICHER-SIMARD",Otterburn,0:43.436,0:04.256
